1.000000,-0.000627,-0.000403,-0.000082,-0.001254,-0.000806,-0.000163,554,
0.999999,-0.001049,-0.000714,-0.000162,-0.002098,-0.001428,-0.000323,1233,
0.999998,-0.001661,-0.000901,-0.000076,-0.003323,-0.001803,-0.000149,1793,
0.999996,-0.002527,-0.001184,-0.000006,-0.005054,-0.002368,-0.000007,2351,
0.999993,-0.003227,-0.001683,0.000132,-0.006455,-0.003365,0.000275,3031,
0.999991,-0.003839,-0.001922,0.000127,-0.007678,-0.003842,0.000269,3713,
0.999988,-0.004440,-0.001917,0.000025,-0.008881,-0.003834,0.000068,4269,
0.999985,-0.005115,-0.001781,0.000075,-0.010231,-0.003562,0.000169,4826,
0.999982,-0.005691,-0.002050,0.000162,-0.011383,-0.004098,0.000348,5507,
0.999978,-0.006254,-0.002418,0.000229,-0.012510,-0.004833,0.000488,6188,
0.999975,-0.006579,-0.002466,0.000185,-0.013159,-0.004930,0.000402,6868,
0.999971,-0.007186,-0.002470,0.000065,-0.014373,-0.004940,0.000166,7425,
0.999966,-0.007733,-0.002665,-0.000294,-0.015466,-0.005334,-0.000546,8106,
0.999963,-0.008195,-0.002723,-0.000679,-0.016387,-0.005457,-0.001313,8787,
0.999959,-0.008646,-0.002467,-0.000969,-0.017287,-0.004950,-0.001896,9468,
0.999956,-0.009012,-0.002596,-0.000970,-0.018019,-0.005210,-0.001894,10148,
0.999951,-0.009516,-0.002560,-0.000827,-0.019027,-0.005136,-0.001604,10830,
0.999947,-0.009888,-0.002742,-0.000859,-0.019771,-0.005500,-0.001664,11511,
0.999943,-0.010281,-0.002764,-0.001026,-0.020557,-0.005548,-0.001995,12191,
0.999938,-0.010735,-0.002611,-0.001172,-0.021465,-0.005247,-0.002287,12872,
0.999934,-0.011219,-0.002029,-0.001287,-0.022433,-0.004087,-0.002528,13555,
0.999929,-0.011760,-0.001546,-0.001283,-0.023517,-0.003122,-0.002529,14236,
0.999926,-0.012102,-0.001074,-0.001078,-0.024203,-0.002174,-0.002129,14918,
0.999923,-0.012396,-0.000325,-0.000855,-0.024793,-0.000671,-0.001701,15600,
0.999916,-0.012914,0.000137,-0.000799,-0.025828,0.000253,-0.001600,16282,
0.999910,-0.013378,0.000513,-0.000961,-0.026758,0.001001,-0.001936,16962,
0.999904,-0.013794,0.001232,-0.001042,-0.027591,0.002435,-0.002117,17644,
0.999894,-0.014375,0.001914,-0.001029,-0.028754,0.003798,-0.002112,18325,
0.999886,-0.014932,0.002241,-0.000870,-0.029870,0.004456,-0.001807,19005,
0.999881,-0.015187,0.002550,-0.000783,-0.030380,0.005076,-0.001644,19687,
0.999875,-0.015468,0.003107,-0.000969,-0.030943,0.006183,-0.002033,20369,
0.999872,-0.015544,0.003643,-0.001272,-0.031099,0.007245,-0.002656,21050,
0.999868,-0.015540,0.004387,-0.001573,-0.031097,0.008724,-0.003282,21731,
0.999859,-0.015763,0.005456,-0.001677,-0.031547,0.010857,-0.003525,22412,
0.999849,-0.015984,0.006622,-0.001798,-0.031996,0.013185,-0.003807,23093,
0.999842,-0.016006,0.007434,-0.001907,-0.032045,0.014804,-0.004052,23773,
0.999837,-0.015961,0.008178,-0.002014,-0.031959,0.016290,-0.004288,24453,
0.999833,-0.015939,0.008709,-0.001984,-0.031918,0.017353,-0.004245,25133,
0.999829,-0.016226,0.008673,-0.002011,-0.032492,0.017278,-0.004303,25817,
0.999836,-0.015927,0.008301,-0.002268,-0.031896,0.016528,-0.004800,26497,
0.999838,-0.015826,0.008272,-0.002434,-0.031697,0.016465,-0.005130,27179,
0.999838,-0.015862,0.008163,-0.002417,-0.031768,0.016248,-0.005093,27861,
0.999838,-0.015882,0.008139,-0.002415,-0.031808,0.016200,-0.005089,28542,
0.999835,-0.016134,0.007988,-0.002539,-0.032313,0.015892,-0.005335,29222,
0.999833,-0.016396,0.007616,-0.002677,-0.032837,0.015142,-0.005604,29902,
0.999834,-0.016429,0.007317,-0.002980,-0.032905,0.014534,-0.006200,30583,
0.999839,-0.016175,0.006973,-0.003299,-0.032399,0.013838,-0.006823,31265,
0.999837,-0.016171,0.007220,-0.003588,-0.032397,0.014323,-0.007409,31946,
0.999834,-0.016239,0.007350,-0.003744,-0.032538,0.014576,-0.007726,32628,
0.999833,-0.016351,0.007006,-0.004145,-0.032764,0.013874,-0.008519,33311,
0.999826,-0.016769,0.006827,-0.004468,-0.033603,0.013503,-0.009164,33991,
0.999822,-0.017017,0.006751,-0.004564,-0.034100,0.013344,-0.009357,34671,
0.999818,-0.017189,0.006767,-0.004668,-0.034446,0.013371,-0.009568,35351,
0.999819,-0.017203,0.006482,-0.004954,-0.034473,0.012792,-0.010130,36032,
0.999817,-0.017326,0.006191,-0.005261,-0.034719,0.012198,-0.010736,36713,
0.999815,-0.017476,0.005968,-0.005411,-0.035021,0.011745,-0.011029,37393,
0.999815,-0.017548,0.005736,-0.005349,-0.035161,0.011281,-0.010898,38076,
0.999818,-0.017527,0.005367,-0.005249,-0.035113,0.010547,-0.010685,38756,
0.999818,-0.017574,0.005150,-0.005427,-0.035206,0.010107,-0.011034,39437,
0.999812,-0.017886,0.004979,-0.005591,-0.035831,0.009755,-0.011358,40117,
0.999807,-0.018120,0.004854,-0.005820,-0.036299,0.009495,-0.011815,40797,
0.999800,-0.018509,0.004632,-0.005984,-0.037076,0.009040,-0.012137,41477,
0.999794,-0.018780,0.004655,-0.006065,-0.037619,0.009080,-0.012303,42159,
0.999791,-0.018996,0.004433,-0.006150,-0.038048,0.008630,-0.012466,42840,
0.999787,-0.019192,0.004466,-0.006115,-0.038440,0.008695,-0.012400,43520,
0.999789,-0.019280,0.004159,-0.005781,-0.038611,0.008093,-0.011720,44202,
0.999781,-0.019613,0.004208,-0.005898,-0.039279,0.008182,-0.011959,44883,
0.999773,-0.019932,0.004324,-0.006171,-0.039920,0.008400,-0.012512,45564,
0.999768,-0.020056,0.004365,-0.006558,-0.040173,0.008465,-0.013288,46247,
0.999762,-0.020372,0.004192,-0.006597,-0.040802,0.008113,-0.013363,46927,
0.999760,-0.020558,0.003920,-0.006528,-0.041171,0.007570,-0.013214,47608,
0.999765,-0.020204,0.004112,-0.006700,-0.040466,0.007952,-0.013565,48288,
0.999759,-0.020357,0.004438,-0.006983,-0.040780,0.008590,-0.014145,48970,
0.999750,-0.020669,0.004754,-0.007033,-0.041408,0.009216,-0.014260,49650,
0.999757,-0.020346,0.004590,-0.007184,-0.040760,0.008886,-0.014553,50330,
0.999757,-0.020161,0.004881,-0.007512,-0.040398,0.009456,-0.015218,51011,
0.999754,-0.020266,0.004769,-0.007610,-0.040608,0.009227,-0.015411,51692,
0.999764,-0.019908,0.004265,-0.007583,-0.039884,0.008225,-0.015333,52372,
0.999760,-0.020232,0.003864,-0.007507,-0.040523,0.007422,-0.015167,53052,
0.999758,-0.020524,0.003476,-0.007095,-0.041100,0.006659,-0.014331,53732,
0.999756,-0.020789,0.003263,-0.006755,-0.041625,0.006244,-0.013642,54412,
0.999748,-0.021223,0.003054,-0.006673,-0.042490,0.005824,-0.013472,55093,
0.999745,-0.021434,0.002602,-0.006553,-0.042904,0.004922,-0.013214,55775,
0.999745,-0.021464,0.002144,-0.006619,-0.042960,0.004002,-0.013327,56456,
0.999748,-0.021335,0.001808,-0.006710,-0.042697,0.003328,-0.013495,57137,
0.999747,-0.021299,0.002220,-0.006847,-0.042630,0.004147,-0.013786,57818,
0.999755,-0.020946,0.002492,-0.006705,-0.041928,0.004701,-0.013511,58498,
0.999749,-0.021306,0.002498,-0.006400,-0.042647,0.004722,-0.012903,59178,
0.999744,-0.021593,0.002253,-0.006332,-0.043217,0.004231,-0.012759,59858,
0.999740,-0.021838,0.001919,-0.006323,-0.043703,0.003560,-0.012728,60538,
0.999732,-0.022154,0.001813,-0.006466,-0.044333,0.003339,-0.013008,61222,
0.999727,-0.022345,0.001836,-0.006641,-0.044717,0.003374,-0.013362,61902,
0.999721,-0.022556,0.001842,-0.006762,-0.045139,0.003378,-0.013603,62583,
0.999716,-0.022780,0.001866,-0.006811,-0.045589,0.003420,-0.013703,63264,
0.999719,-0.022522,0.002033,-0.007145,-0.045077,0.003743,-0.014379,63944,
0.999724,-0.022189,0.002507,-0.007270,-0.044416,0.004689,-0.014647,64624,
0.999721,-0.022309,0.002263,-0.007418,-0.044655,0.004194,-0.014934,65305,
0.999713,-0.022646,0.002169,-0.007529,-0.045328,0.003996,-0.015152,65986,
0.999707,-0.022920,0.002165,-0.007437,-0.045874,0.003988,-0.014970,66667,
0.999714,-0.022555,0.002642,-0.007470,-0.045152,0.004945,-0.015056,67349,
0.999709,-0.022669,0.002755,-0.007712,-0.045383,0.005159,-0.015545,68029,
0.999703,-0.022673,0.003240,-0.008281,-0.045403,0.006104,-0.016705,68711,
0.999695,-0.022930,0.003087,-0.008648,-0.045916,0.005776,-0.017434,69391,
0.999704,-0.022474,0.003290,-0.008702,-0.045008,0.006187,-0.017548,70072,
0.999707,-0.022364,0.002980,-0.008728,-0.044783,0.005569,-0.017586,70754,
0.999709,-0.022154,0.003452,-0.008845,-0.044371,0.006510,-0.017840,71434,
0.999708,-0.022045,0.003998,-0.009089,-0.044166,0.007593,-0.018350,72115,
0.999714,-0.021807,0.003538,-0.009188,-0.043681,0.006674,-0.018526,72795,
0.999718,-0.021633,0.003080,-0.009318,-0.043325,0.005755,-0.018766,73475,
0.999722,-0.021445,0.002876,-0.009387,-0.042946,0.005347,-0.018894,74157,
0.999718,-0.021702,0.002501,-0.009362,-0.043453,0.004594,-0.018828,74837,
0.999720,-0.021538,0.002592,-0.009403,-0.043127,0.004777,-0.018914,75517,
0.999719,-0.021526,0.002740,-0.009590,-0.043107,0.005066,-0.019294,76197,
0.999721,-0.021395,0.002528,-0.009677,-0.042840,0.004640,-0.019458,76879,
0.999721,-0.021276,0.002591,-0.009974,-0.042605,0.004757,-0.020053,77559,
0.999725,-0.020938,0.003181,-0.010028,-0.041941,0.005940,-0.020186,78240,
0.999721,-0.020836,0.004287,-0.010238,-0.041761,0.008146,-0.020651,78921,
0.999714,-0.020810,0.005073,-0.010652,-0.041730,0.009701,-0.021511,79601,
0.999714,-0.020697,0.005061,-0.010898,-0.041507,0.009669,-0.022002,80284,
0.999723,-0.020133,0.005445,-0.010878,-0.040386,0.010449,-0.021972,80964,
0.999737,-0.019604,0.005219,-0.010700,-0.039322,0.010016,-0.021602,81644,
0.999737,-0.019681,0.005007,-0.010677,-0.039471,0.009591,-0.021548,82325,
0.999743,-0.019556,0.004337,-0.010648,-0.039206,0.008255,-0.021463,83006,
0.999750,-0.019414,0.003417,-0.010512,-0.038901,0.006424,-0.021154,83687,
0.999753,-0.019369,0.003541,-0.010330,-0.038812,0.006679,-0.020794,84367,
0.999759,-0.019091,0.003530,-0.010269,-0.038255,0.006666,-0.020669,85047,
0.999762,-0.018923,0.003618,-0.010229,-0.037920,0.006847,-0.020592,85727,
0.999779,-0.018239,0.002903,-0.010068,-0.036538,0.005438,-0.020239,86409,
0.999784,-0.018104,0.001846,-0.010029,-0.036246,0.003328,-0.020123,87089,
0.999786,-0.018188,0.001109,-0.009837,-0.036398,0.001860,-0.019712,87771,
0.999789,-0.018103,0.000488,-0.009683,-0.036215,0.000626,-0.019381,88452,
0.999789,-0.018070,0.001064,-0.009708,-0.036161,0.001776,-0.019451,89133,
0.999798,-0.017588,0.001032,-0.009719,-0.035196,0.001722,-0.019472,89813,
0.999809,-0.016880,0.000767,-0.009830,-0.033775,0.001201,-0.019683,90495,
0.999816,-0.016400,0.000673,-0.009963,-0.032813,0.001019,-0.019945,91178,
0.999828,-0.015601,0.000552,-0.009969,-0.031213,0.000792,-0.019954,91860,
0.999836,-0.015277,0.000344,-0.009761,-0.030560,0.000389,-0.019530,92540,
0.999839,-0.015208,0.000228,-0.009479,-0.030419,0.000169,-0.018963,93221,
0.999847,-0.014794,0.000763,-0.009284,-0.029602,0.001250,-0.018589,93902,
0.999843,-0.015190,0.001545,-0.008982,-0.030408,0.002816,-0.018009,94582,
0.999840,-0.015706,0.001393,-0.008485,-0.031437,0.002519,-0.017013,95263,
0.999859,-0.014706,0.000680,-0.008104,-0.029424,0.001121,-0.016225,95944,
0.999873,-0.013911,0.000674,-0.007691,-0.027833,0.001134,-0.015400,96624,
0.999896,-0.012233,-0.000077,-0.007648,-0.024466,-0.000342,-0.015294,97306,
0.999908,-0.011653,0.001454,-0.006750,-0.023325,0.002750,-0.013533,97987,
0.999926,-0.010583,0.002756,-0.005386,-0.021197,0.005398,-0.010830,98668,
0.999940,-0.009375,0.004687,-0.003027,-0.018779,0.009317,-0.006141,99348,
0.999950,-0.006409,0.007212,-0.002633,-0.012856,0.014389,-0.005358,100028,
0.999939,-0.004673,0.009584,-0.002884,-0.009403,0.019140,-0.005858,100708,
0.999933,-0.002271,0.010213,-0.004883,-0.004643,0.020403,-0.009815,101389,
0.999927,0.000153,0.011499,-0.003843,0.000218,0.023000,-0.007684,102069,
0.999903,0.003661,0.013385,-0.001443,0.007285,0.026781,-0.002789,102750,
0.999826,0.011032,0.015021,0.000535,0.022088,0.030029,0.001401,103430,
0.999624,0.021009,0.017342,0.002987,0.042143,0.034552,0.006704,104110,
0.999279,0.031723,0.020126,0.005495,0.063715,0.039886,0.012268,104791,
0.998750,0.043871,0.022581,0.007976,0.088193,0.044421,0.017932,105472,
0.998141,0.055681,0.023188,0.008763,0.111909,0.045330,0.020098,106154,
0.997298,0.068935,0.023114,0.010505,0.138564,0.044670,0.024166,106834,
0.996095,0.084677,0.020770,0.013865,0.170218,0.039039,0.031168,107514,
0.994757,0.099319,0.017571,0.016909,0.199613,0.031603,0.037158,108195,
0.993365,0.112519,0.013756,0.019378,0.226058,0.022970,0.041617,108876,
