0.20996,0.03125,-0.44873,-0.9375,-1.25,0.875,0.019043,-0.052246,0.97803,0.998307,0.000176904,-0.000164595,0.000956415,
0.20996,0.03125,-0.44873,-0.9375,-1.25,0.875,0.019043,-0.052246,0.97803,-0.998311,-3.66196e-05,0.000102023,-0.00190694,
0.20996,0.03125,-0.44873,-0.9375,-1.875,0.25,0.019043,-0.067871,0.99756,0.998308,-0.000120699,-8.38312e-05,0.00287686,
0.21484,0.041016,-0.45361,-1.3125,-2,0.125,0.026855,-0.032715,0.98975,-0.998305,0.000227842,-2.67292e-05,-0.00384457,
0.21484,0.041016,-0.45361,-1.75,-2.125,0,0.003418,-0.032715,0.99365,-0.998301,0.000102906,0.000157477,-0.00481053,
0.21484,0.041016,-0.45361,-1.5625,-2.3125,-0.1875,0,-0.0092773,1.0205,-0.998295,-2.90633e-05,0.000309844,-0.00580257,
0.21484,0.041016,-0.45361,-1.25,-2.1875,-0.0625,-0.0039063,-0.028809,1.0205,-0.998289,-0.000165302,0.000473495,-0.00679452,
0.21484,0.041016,-0.45361,-1,-1.9375,-0.0625,0.01123,-0.032715,1.0015,0.998282,3.13025e-05,-0.000374778,0.00777387,
0.21484,0.041016,-0.45361,-0.8125,-1.6875,0.0625,-0.0078125,-0.044434,1.0093,-0.998274,-0.000171221,0.00054565,-0.00875476,
0.21484,0.041016,-0.45361,-0.625,-1.3125,0,0.015137,-0.032715,1.0015,0.998265,3.76377e-05,-0.00045072,0.0097342,
0.2124,0.038574,-0.43848,-0.875,-1.0625,0.375,0.0073242,-0.032715,0.98193,-0.998255,-0.000199625,0.000600859,-0.0106952,
0.2124,0.038574,-0.43848,-0.8125,-0.625,0.4375,0.003418,-0.024902,1.0054,0.998244,7.6643e-05,-0.000476183,0.0116713,
0.2124,0.038574,-0.43848,-1.1875,-0.625,0.625,-0.0039063,-0.056152,1.0127,-0.998232,-0.000172694,0.000698946,-0.0126626,
0.20508,0.03125,-0.43848,-1.4375,-0.6875,0.625,0.022949,-0.040527,1.0093,-0.998219,-0.000287108,0.00091039,-0.0136498,
