0.20996,0.03125,-0.44873,-0.9375,-1.25,0.875,0.019043,-0.052246,0.97803,1,-0.00040345,-0.00012231,-6.0888e-05
0.20996,0.03125,-0.44873,-0.9375,-1.25,0.875,0.019043,-0.052246,0.97803,1,-0.0008069,-0.00024448,-0.00012189
0.20996,0.03125,-0.44873,-0.9375,-1.875,0.25,0.019043,-0.067871,0.99756,1,-0.0012146,-0.00037793,-0.00019435
0.21484,0.041016,-0.45361,-1.3125,-2,0.125,0.026855,-0.032715,0.98975,1,-0.0016133,-0.00056027,-0.00030948
0.21484,0.041016,-0.45361,-1.75,-2.125,0,0.003418,-0.032715,0.99365,1,-0.0020417,-0.00066461,-0.00043448
0.21484,0.041016,-0.45361,-1.5625,-2.3125,-0.1875,0,-0.0092773,1.0205,1,-0.0024506,-0.00076665,-0.00060072
0.21484,0.041016,-0.45361,-1.25,-2.1875,-0.0625,-0.0039063,-0.028809,1.0205,1,-0.0028607,-0.00084396,-0.00073501
0.21484,0.041016,-0.45361,-1,-1.9375,-0.0625,0.01123,-0.032715,1.0015,0.99999,-0.0032598,-0.00096918,-0.00086311
0.21484,0.041016,-0.45361,-0.8125,-1.6875,0.0625,-0.0078125,-0.044434,1.0093,0.99999,-0.0036605,-0.0010128,-0.00097617
0.21484,0.041016,-0.45361,-0.625,-1.3125,0,0.015137,-0.032715,1.0015,0.99999,-0.0040439,-0.0011311,-0.0011026
0.2124,0.038574,-0.43848,-0.875,-1.0625,0.375,0.0073242,-0.032715,0.98193,0.99999,-0.0044401,-0.0012094,-0.0012187
0.2124,0.038574,-0.43848,-0.8125,-0.625,0.4375,0.003418,-0.024902,1.0054,0.99999,-0.0048305,-0.0012577,-0.0013462
0.2124,0.038574,-0.43848,-1.1875,-0.625,0.625,-0.0039063,-0.056152,1.0127,0.99998,-0.0052469,-0.0012731,-0.001431
0.20508,0.03125,-0.43848,-1.4375,-0.6875,0.625,0.022949,-0.040527,1.0093,0.99998,-0.0056564,-0.0014029,-0.0015158
0.20508,0.03125,-0.43848,-1.625,-1.0625,0.8125,0,-0.052246,0.98584,0.99998,-0.0060907,-0.0014389,-0.0015835
0.20508,0.03125,-0.43848,-1.625,-1,0.6875,0.030762,-0.040527,0.99365,0.99998,-0.0064951,-0.0016147,-0.0016633
0.20508,0.03125,-0.43848,-2,-0.875,0.625,0.019043,-0.060059,0.98975,0.99997,-0.0069368,-0.0017182,-0.0017292
0.20996,0.038574,-0.44141,-2.6875,-1.1875,0.625,0.019043,-0.044434,1.0054,0.99997,-0.0073926,-0.0018391,-0.0018237
0.20996,0.038574,-0.44141,-2.875,-1.3125,0.625,0.022949,-0.060059,1.0093,0.99997,-0.0078589,-0.0019666,-0.0019026
0.20996,0.038574,-0.44141,-3.125,-1.375,0.875,0.0073242,-0.032715,1.0015,0.99996,-0.0083301,-0.0020492,-0.0020082
0.20215,0.025879,-0.44385,-2.875,-1.9375,0.75,0.026855,-0.067871,1.0054,0.99996,-0.0087983,-0.00222,-0.0020496
0.20215,0.025879,-0.44385,-2.75,-2.375,0.5625,0.035156,-0.060059,0.97412,0.99995,-0.0092453,-0.0024525,-0.0020992
0.20215,0.025879,-0.44385,-2.5,-2.75,0.75,0.022949,-0.044434,0.98584,0.99995,-0.0096909,-0.002667,-0.0021632
0.20215,0.025879,-0.44385,-2.25,-3.125,0.8125,0.01123,-0.052246,1.0054,0.99994,-0.010147,-0.0028143,-0.0022189
0.20215,0.025879,-0.44385,-2.125,-3,1.0625,-0.0039063,-0.052246,1.0015,0.99994,-0.010598,-0.0028635,-0.0022648
0.20215,0.025879,-0.44385,-2.0625,-2.5,1.1875,0.022949,-0.052246,1.0054,0.99993,-0.011034,-0.0030582,-0.0023057
0.20215,0.025879,-0.44385,-2.125,-2.3125,1.4375,0.003418,-0.052246,1.0015,0.99993,-0.011488,-0.0031241,-0.0023402
0.21484,0.036133,-0.44629,-2.125,-2,1.1875,0.019043,-0.04834,1.0015,0.99992,-0.011926,-0.0032697,-0.0024137
0.21484,0.036133,-0.44629,-2.125,-1.5625,0.75,0.01123,-0.036621,1.0054,0.99991,-0.012361,-0.0033663,-0.0025258
